"Unidades locais en Galicia segundo actividade principal (divisións CNAE 2009)";""
"";""
"Unidade: Número de unidades locais";""
"Variables en filas: CNAE 2009, Espazo";""
"32067 Rairiz de Veiga";"5"
"32077 Sandiás";"9"
"32078 Sarreaus";"2"
"32082 Trasmiras";"10"
"32089 Vilar de Barrio";"6"
"32090 Vilar de Santos";"17"
"32032 Xinzo de Limia";"46"
"32002 Amoeiro";"11"
"32008 Barbadás";"41"
"32026 Coles";"38"
"32031 Esgos";"4"
"32052 Nogueira de Ramuín";"15"
"32054 Ourense";"329"
"32058 Pereiro de Aguiar, O";"52"
"32059 Peroxa, A";"11"
"32075 San Cibrao das Viñas";"159"
"32079 Taboadela";"19"
"32081 Toén";"16"
"32087 Vilamarín";"24"
"32003 Arnoia, A";"14"
"32004 Avión";"4"
"32010 Beade";"11"
"32018 Carballeda de Avia";"8"
"32022 Castrelo de Miño";"27"
"32025 Cenlle";"18"
"32027 Cortegada";"8"
"32040 Leiro";"34"
"32046 Melón";"11"
"32069 Ribadavia";"60"
"32023 Castro de Caldelas, O";"11"
"32049 Montederramo";"5"
"32057 Parada de Sil";"10"
"32080 Teixeira, A";"11"
"32014 Bola, A";"2"
"32020 Cartelle";"19"
"32024 Celanova";"35"
"32033 Gomesende";"7"
"32047 Merca, A";"19"
"32056 Padrenda";"8"
"32064 Pontedeva";"7"
"32066 Quintela de Leirado";"2"
"32068 Ramirás";"15"
"32084 Verea";"3"
"32029 Chandrexa de Queixa";"5"
"32044 Manzaneda";"13"
"32063 Pobra de Trives, A";"16"
"32070 San Xoán de Río";"1"
"32009 Barco de Valdeorras, O";"68"
"32015 Bolo, O";"6"
"32017 Carballeda de Valdeorras";"54"
"32038 Larouco";"10"
"32060 Petín";"13"
"32072 Rúa, A";"41"
"32073 Rubiá";"21"
"32083 Veiga, A";"7"
"32088 Vilamartín de Valdeorras";"27"
"32021 Castrelo do Val";"4"
"32028 Cualedro";"4"
"32039 Laza";"9"
"32050 Monterrei";"25"
"32053 Oímbra";"20"
"32071 Riós, O";"6"
"32085 Verín";"77"
"32091 Vilardevós";"6"
"32034 Gudiña, A";"11"
"32048 Mezquita, A";"6"
"32086 Viana do Bolo";"14"
"32092 Vilariño de Conso";"5"
"36023 Guarda, A";"30"
"36036 Oia";"9"
"36048 Rosal, O";"56"
"36054 Tomiño";"68"
"36055 Tui";"109"
"36005 Caldas de Reis";"78"
"36010 Catoira";"28"
"36015 Cuntis";"35"
"36032 Moraña";"22"
"36044 Pontecesures";"17"
"36040 Portas";"15"
"36056 Valga";"37"
"36030 Mondariz";"17"
"36031 Mondariz Balneario";"3"
"36034 Neves, As";"21"
"36042 Ponteareas";"119"
"36050 Salvaterra de Miño";"70"
"36020 Agolada";"16"
"36016 Dozón";"9"
"36024 Lalín";"165"
"36047 Rodeiro";"23"
"36052 Silleda";"74"
"36059 Vila de Cruces";"42"
"36004 Bueu";"55"
"36008 Cangas de Morrazo";"88"
"36026 Marín";"84"
"36029 Moaña";"103"
"36001 Arbo";"28"
"36009 Caniza, A";"38"
"36013 Covelo";"7"
"36014 Crecente";"10"
"36002 Barro";"42"
"36007 Campo Lameiro, O";"13"
"36902 Cerdedo Cotobade";"30"
"36012 Cotobade";"-"
"36025 Lama, A";"15"
"36041 Poio";"49"
"36043 Ponte Caldelas";"28"
"36038 Pontevedra";"280"
"36058 Vilaboa";"37"
"36006 Cambados";"119"
"36022 Grove, O";"44"
"36901 Illa de Arousa, A";"26"
"36027 Meaño";"70"
"36028 Meis";"46"
"36046 Ribadumia";"83"
"36051 Sanxenxo";"108"
"36060 Vilagarcía de Arousa";"154"
"36061 Vilanova de Arousa";"71"
"36011 Cerdedo";"-"
"36017 Estrada, A";"165"
"36018 Forcarei";"28"
"36003 Baiona";"39"
